1 2 3
58 82 9
58 31 1
58 152 1
58 84 1
58 85 2
58 86 10
58 87 1
58 88 2
58 89 6
58 90 5
58 91 2
58 92 1
58 93 5
58 94 9
58 95 2
58 96 19
58 97 9
58 98 14
58 99 18
58 100 1
58 103 9
58 105 6
58 106 2
58 107 4
58 108 4
58 110 5
58 111 1
58 112 5
58 115 6
58 116 3
58 117 5
58 118 1
58 119 8
58 120 12
58 121 28
58 122 3
58 124 4
58 125 7
58 154 1
58 129 1
58 130 13
58 131 1
58 133 6
58 135 1
58 136 8
58 137 5
58 138 10
58 153 4
58 139 27
58 140 12
58 141 25
58 142 1
58 143 8
59 78 6
59 127 9
59 60 2
59 61 1
59 3 2
59 128 3
59 64 64
59 66 5
59 68 3
59 70 6
59 71 3
59 72 1
59 75 4
59 76 2
59 157 2
59 63 10
59 81 2
59 82 13
59 152 13
59 84 2
59 85 35
59 87 3
59 88 8
59 89 1
59 90 29
59 91 3
59 92 19
59 94 3
59 95 21
59 96 19
59 98 13
59 31 22
59 104 6
59 105 2
59 106 2
59 107 3
59 108 1
59 109 7
59 117 1
59 111 15
59 112 12
59 115 12
59 116 16
59 110 2
59 118 17
59 119 1
59 120 1
59 121 20
59 124 7
59 125 1
59 126 17
59 154 3
59 129 4
59 130 3
59 131 1
59 133 9
59 138 3
59 139 1
59 140 13
59 141 2
59 142 15
59 143 4
60 61 8
60 3 4
60 128 1
60 64 2
60 65 3
60 66 1
60 67 1
60 68 3
60 70 4
60 72 1
60 74 2
60 76 17
60 77 14
60 157 2
60 79 7
60 80 2
60 81 3
60 160 1
60 82 1
60 86 5
60 88 1
60 89 9
60 94 14
60 98 4
60 99 13
60 100 1
60 101 1
60 155 3
60 103 20
60 105 2
60 106 5
60 107 7
60 112 6
60 113 4
60 110 1
60 119 4
60 120 4
60 121 2
60 122 4
60 124 7
60 125 1
60 154 1
60 130 11
60 131 3
60 132 6
60 133 2
60 47 5
60 135 3
60 137 19
60 138 9
60 153 12
60 139 3
60 140 7
60 141 13
60 143 4
61 30 3
61 3 6
61 65 5
61 66 2
61 67 4
61 68 10
61 69 2
61 70 1
61 71 1
61 72 1
61 73 2
61 74 17
61 76 10
61 77 7
61 78 1
61 157 2
61 79 19
61 80 4
61 81 4
61 160 7
61 82 1
61 83 12
61 31 1
61 85 1
61 86 16
61 87 3
61 88 4
61 89 7
61 90 2
61 92 2
61 94 14
61 95 1
61 97 4
61 98 3
61 99 10
61 100 21
61 101 12
61 155 11
61 103 16
61 104 4
61 105 6
61 106 8
61 107 19
61 109 5
61 111 2
61 112 1
61 113 7
61 115 1
61 110 1
61 119 5
61 120 6
61 121 2
61 122 1
61 123 13
61 125 21
61 127 1
61 154 1
61 131 5
61 132 2
61 47 6
61 135 20
61 136 9
61 137 5
61 138 1
61 153 11
61 139 40
61 140 2
61 158 3
61 141 14
61 143 1
3 155 7
3 30 12
3 63 8
3 64 7
3 65 16
3 66 7
3 67 5
3 68 11
3 70 3
3 71 1
3 72 1
3 73 3
3 74 7
3 75 7
3 76 5
3 77 3
3 157 3
3 80 1
3 81 3
3 82 10
3 31 4
3 152 1
3 84 2
3 85 1
3 86 11
3 88 7
3 89 4
3 90 4
3 91 5
3 93 2
3 94 8
3 95 6
3 96 2
3 97 2
3 98 5
3 99 37
3 100 2
3 101 3
3 103 5
3 105 6
3 106 2
3 107 21
3 108 1
3 109 6
3 111 6
3 112 5
3 116 1
3 110 4
3 119 10
3 120 15
3 121 17
3 122 22
3 124 8
3 125 4
3 126 2
3 127 1
3 128 1
3 154 8
3 129 3
3 130 4
3 131 3
3 133 7
3 47 5
3 136 19
3 137 10
3 138 16
3 153 15
3 139 15
3 140 5
3 158 3
3 141 15
3 142 2
3 143 9
63 30 1
63 64 6
63 65 1
63 66 15
63 68 1
63 70 2
63 71 19
63 72 2
63 75 10
63 76 1
63 78 2
63 128 6
63 81 1
63 82 3
63 152 5
63 84 3
63 85 3
63 86 1
63 87 15
63 88 9
63 89 1
63 90 20
63 91 4
63 92 16
63 93 5
63 94 5
63 95 33
63 96 11
63 98 4
63 100 1
63 31 9
63 103 3
63 104 8
63 105 2
63 108 8
63 109 14
63 117 12
63 111 7
63 112 4
63 115 6
63 116 13
63 110 3
63 118 17
63 119 3
63 120 2
63 121 6
63 122 1
63 124 10
63 126 17
63 127 22
63 129 6
63 133 3
63 136 2
63 137 1
63 138 1
63 140 3
63 142 2
63 143 2
64 73 4
64 78 7
64 65 12
64 66 14
64 67 1
64 68 1
64 70 3
64 71 1
64 72 5
64 75 7
64 76 10
64 77 1
64 157 2
64 80 9
64 81 10
64 82 8
64 83 1
64 31 15
64 152 24
64 84 35
64 85 16
64 86 7
64 87 17
64 88 8
64 89 1
64 90 5
64 91 19
64 92 19
64 93 20
64 95 18
64 96 8
64 100 1
64 104 4
64 105 1
64 106 2
64 107 7
64 108 33
64 109 2
64 110 4
64 111 30
64 112 6
64 115 6
64 116 11
64 117 6
64 118 5
64 119 3
64 120 1
64 121 2
64 122 2
64 124 3
64 125 1
64 126 9
64 127 4
64 128 5
64 129 10
64 131 1
64 133 6
64 136 3
64 137 2
64 138 13
64 139 3
64 140 24
64 141 3
64 142 21
64 143 5
65 73 3
65 155 2
65 47 1
65 66 8
65 67 3
65 68 13
65 70 15
65 72 4
65 74 8
65 75 2
65 76 12
65 77 6
65 78 11
65 157 12
65 79 1
65 80 9
65 81 10
65 160 1
65 82 8
65 30 8
65 83 6
65 31 1
65 152 6
65 85 4
65 86 10
65 87 3
65 88 19
65 89 3
65 90 2
65 91 9
65 92 1
65 93 2
65 94 18
65 95 1
65 96 1
65 97 5
65 98 6
65 99 12
65 100 7
65 101 3
65 103 14
65 104 4
65 105 16
65 106 8
65 107 6
65 108 4
65 109 7
65 110 13
65 111 5
65 112 4
65 113 3
65 116 3
65 117 1
65 118 4
65 119 3
65 120 5
65 121 6
65 122 16
65 124 12
65 125 7
65 126 1
65 128 8
65 154 5
65 129 1
65 130 1
65 131 9
65 132 6
65 133 3
65 135 10
65 136 7
65 137 16
65 138 11
65 153 4
65 139 4
65 140 10
65 158 1
65 141 19
65 143 4
66 73 3
66 30 2
66 78 10
66 67 2
66 68 1
66 70 4
66 72 3
66 74 1
66 75 10
66 76 3
66 77 1
66 157 1
66 128 12
66 81 4
66 82 9
66 83 1
66 31 1
66 152 5
66 85 5
66 86 1
66 87 1
66 88 2
66 89 4
66 90 10
66 91 10
66 92 19
66 93 14
66 95 7
66 96 2
66 99 2
66 101 1
66 103 1
66 104 18
66 105 4
66 106 3
66 107 1
66 108 13
66 109 8
66 110 9
66 111 18
66 112 11
66 115 2
66 116 3
66 117 5
66 118 4
66 119 1
66 120 12
66 121 1
66 122 7
66 124 19
66 126 18
66 127 7
66 154 2
66 129 2
66 131 1
66 132 6
66 133 6
66 135 5
66 136 1
66 138 5
66 140 7
66 158 1
66 141 2
66 142 38
66 143 1
67 73 1
67 155 4
67 30 11
67 76 4
67 128 1
67 68 5
67 69 33
67 70 1
67 72 1
67 74 2
67 77 3
67 78 2
67 79 1
67 80 5
67 81 4
67 160 7
67 82 1
67 83 4
67 84 1
67 85 2
67 86 3
67 88 2
67 89 4
67 91 2
67 93 4
67 94 5
67 97 2
67 99 5
67 100 5
67 101 6
67 31 1
67 103 10
67 104 1
67 106 4
67 107 5
67 113 15
67 116 1
67 110 4
67 118 2
67 119 6
67 120 3
67 121 2
67 122 4
67 123 39
67 124 4
67 125 1
67 154 1
67 130 3
67 131 8
67 132 1
67 133 3
67 47 5
67 135 13
67 136 5
67 137 6
67 138 7
67 153 5
67 139 17
67 140 2
67 158 11
67 141 11
67 142 1
67 143 3
68 30 1
68 75 1
68 47 6
68 76 13
68 69 2
68 70 10
68 71 1
68 72 5
68 74 17
68 77 17
68 78 2
68 157 4
68 79 25
68 80 2
68 81 9
68 160 8
68 82 9
68 83 12
68 31 1
68 152 1
68 84 1
68 86 10
68 88 1
68 89 7
68 91 1
68 92 2
68 93 1
68 94 10
68 95 3
68 96 2
68 97 11
68 99 13
68 100 18
68 101 33
68 155 12
68 103 18
68 104 2
68 105 11
68 106 33
68 107 18
68 117 1
68 112 1
68 113 23
68 115 1
68 116 3
68 110 5
68 119 13
68 120 1
68 121 3
68 122 6
68 123 11
68 124 4
68 125 25
68 127 1
68 154 6
68 130 3
68 131 21
68 132 3
68 133 1
68 135 44
68 136 9
68 137 9
68 138 3
68 153 11
68 139 36
68 140 1
68 158 5
68 141 9
68 143 4
69 113 16
69 72 6
69 123 27
69 125 2
69 77 4
69 160 14
69 83 16
69 130 2
69 131 8
69 47 6
69 135 43
69 97 1
69 101 10
69 155 5
69 139 1
69 158 7
69 107 1
69 79 5
70 73 1
70 155 1
70 30 4
70 121 3
70 74 4
70 76 9
70 77 3
70 78 2
70 157 2
70 80 6
70 81 1
70 82 3
70 83 3
70 152 5
70 84 1
70 87 2
70 88 2
70 89 1
70 90 2
70 91 5
70 92 1
70 94 1
70 95 5
70 97 2
70 98 1
70 99 2
70 103 10
70 104 3
70 105 4
70 106 1
70 107 6
70 109 1
70 110 1
70 111 5
70 112 4
70 115 5
70 117 1
70 118 2
70 119 2
70 120 7
70 75 2
70 122 17
70 124 10
70 125 5
70 126 4
70 128 2
70 154 6
70 129 1
70 131 2
70 133 23
70 47 2
70 135 1
70 136 2
70 137 4
70 138 6
70 153 2
70 139 18
70 140 5
70 141 3
70 142 1
70 143 3
71 73 3
71 75 4
71 78 1
71 72 3
71 81 6
71 82 7
71 152 15
71 86 1
71 87 31
71 90 21
71 129 11
71 92 18
71 93 17
71 94 3
71 95 28
71 96 25
71 98 4
71 99 3
71 31 11
71 103 1
71 107 1
71 108 1
71 109 13
71 111 8
71 112 2
71 115 6
71 116 16
71 117 18
71 118 16
71 120 4
71 121 11
71 125 2
71 126 6
71 127 4
71 130 1
71 133 31
71 136 1
71 137 5
71 138 1
71 153 1
71 140 4
71 142 8
71 143 3
72 155 9
72 30 2
72 75 3
72 78 6
72 74 1
72 76 7
72 77 13
72 157 6
72 79 25
72 80 5
72 160 4
72 83 7
72 152 2
72 85 3
72 129 1
72 92 5
72 94 18
72 97 2
72 99 2
72 100 1
72 101 12
72 31 1
72 103 12
72 104 2
72 105 1
72 106 2
72 107 5
72 108 4
72 110 2
72 113 14
72 115 1
72 117 1
72 121 1
72 123 2
72 124 1
72 125 1
72 126 5
72 128 1
72 130 6
72 131 16
72 132 1
72 47 1
72 135 15
72 136 1
72 137 8
72 138 1
72 153 3
72 139 8
72 140 1
72 158 6
72 141 10
72 142 5
72 143 3
73 155 6
73 30 8
73 75 14
73 78 3
73 127 5
73 74 5
73 76 1
73 77 8
73 157 1
73 79 3
73 128 4
73 81 2
73 82 2
73 83 1
73 152 15
73 84 4
73 86 5
73 90 4
73 129 4
73 93 11
73 94 3
73 95 8
73 97 2
73 98 4
73 99 2
73 100 3
73 101 4
73 31 1
73 107 3
73 108 1
73 109 1
73 117 4
73 111 14
73 110 2
73 118 1
73 119 1
73 120 7
73 125 11
73 126 7
73 47 1
73 135 1
73 136 2
73 138 2
73 153 4
73 139 11
73 140 7
73 141 3
73 142 2
73 143 4
74 30 1
74 76 6
74 77 7
74 157 6
74 79 10
74 80 3
74 81 2
74 160 3
74 82 3
74 83 8
74 86 9
74 89 14
74 92 3
74 94 20
74 95 2
74 97 8
74 98 4
74 99 8
74 100 13
74 101 11
74 155 4
74 103 13
74 105 12
74 106 8
74 107 7
74 109 1
74 111 3
74 112 1
74 113 2
74 110 9
74 119 14
74 120 1
74 121 5
74 122 2
74 123 5
74 124 1
74 125 5
74 127 1
74 154 5
74 133 2
74 47 14
74 135 13
74 136 7
74 137 9
74 138 1
74 153 6
74 139 30
74 140 3
74 158 1
74 141 11
74 143 11
75 77 1
75 157 4
75 128 28
75 160 1
75 82 10
75 152 2
75 84 3
75 85 5
75 86 4
75 87 2
75 88 13
75 90 12
75 129 2
75 92 17
75 93 9
75 95 12
75 96 31
75 97 1
75 100 2
75 101 1
75 31 14
75 104 3
75 108 11
75 109 2
75 117 76
75 111 12
75 112 7
75 115 19
75 116 8
75 110 2
75 118 1
75 120 5
75 121 14
75 124 5
75 126 8
75 127 1
75 91 1
75 133 7
75 135 1
75 140 1
75 142 6
76 155 2
76 30 3
76 77 9
76 157 2
76 80 4
76 81 11
76 160 2
76 82 7
76 31 2
76 86 25
76 88 2
76 89 6
76 90 1
76 91 6
76 92 2
76 94 13
76 95 6
76 96 4
76 98 9
76 99 8
76 100 5
76 101 5
76 103 5
76 104 2
76 105 2
76 107 6
76 108 2
76 110 3
76 111 6
76 113 4
76 115 1
76 116 1
76 117 1
76 119 7
76 120 9
76 121 10
76 122 2
76 124 2
76 125 1
76 126 1
76 127 1
76 154 3
76 129 1
76 130 11
76 131 10
76 132 1
76 133 13
76 47 1
76 135 4
76 136 4
76 137 2
76 138 10
76 153 1
76 139 7
76 158 1
76 141 19
76 142 1
76 143 10
77 155 6
77 127 2
77 78 2
77 157 3
77 79 12
77 80 2
77 81 2
77 160 7
77 82 1
77 83 6
77 152 1
77 84 1
77 86 2
77 89 1
77 91 1
77 93 1
77 94 18
77 95 4
77 97 4
77 98 2
77 99 1
77 100 10
77 101 28
77 103 20
77 104 1
77 105 3
77 106 10
77 107 12
77 108 1
77 111 1
77 113 13
77 115 1
77 110 1
77 119 6
77 120 10
77 121 1
77 122 1
77 123 1
77 124 1
77 125 8
77 126 1
77 154 4
77 129 1
77 130 2
77 131 3
77 132 1
77 133 2
77 47 8
77 135 20
77 136 3
77 137 22
77 153 3
77 139 28
77 140 2
77 158 4
77 141 10
77 143 3
78 30 1
78 157 5
78 79 1
78 80 3
78 81 3
78 82 5
78 83 1
78 152 1
78 84 1
78 85 3
78 86 1
78 88 2
78 90 1
78 91 3
78 92 1
78 93 1
78 95 2
78 103 1
78 104 4
78 105 7
78 108 3
78 109 2
78 111 4
78 112 4
78 115 5
78 116 2
78 110 1
78 118 1
78 119 2
78 120 4
78 121 9
78 122 9
78 124 6
78 126 6
78 127 10
78 128 4
78 129 1
78 131 2
78 133 4
78 137 14
78 138 2
78 140 7
78 158 1
78 143 9
157 30 1
157 79 2
157 80 4
157 81 3
157 82 3
157 84 1
157 85 1
157 86 5
157 87 1
157 88 3
157 89 6
157 90 1
157 91 1
157 94 6
157 97 1
157 99 2
157 100 12
157 101 19
157 103 22
157 104 3
157 105 7
157 106 11
157 107 7
157 109 1
157 111 2
157 112 1
157 110 8
157 118 2
157 119 1
157 120 3
157 121 6
157 122 7
157 124 1
157 125 3
157 126 1
157 127 2
157 154 2
157 130 4
157 131 1
157 47 2
157 135 8
157 136 1
157 137 4
157 138 12
157 153 2
157 139 1
157 140 1
157 158 8
157 141 2
157 143 3
79 140 2
79 98 1
79 113 35
79 154 1
79 96 1
79 81 1
79 120 1
79 121 3
79 123 3
79 160 16
79 129 5
79 83 67
79 152 1
79 86 1
79 82 1
79 88 2
79 89 1
79 91 1
79 132 3
79 158 6
79 47 34
79 94 21
79 137 7
79 135 22
79 97 14
79 99 13
79 100 9
79 131 41
79 101 41
79 130 4
79 155 27
79 103 81
79 105 4
79 139 46
79 141 5
79 107 34
79 143 3
79 106 26
79 110 3
79 153 36
79 125 96
80 30 3
80 81 3
80 160 2
80 83 4
80 152 1
80 85 1
80 86 5
80 88 1
80 89 9
80 93 2
80 94 12
80 95 6
80 97 5
80 98 2
80 99 4
80 101 6
80 155 1
80 103 4
80 104 3
80 105 7
80 106 3
80 107 4
80 111 1
80 113 7
80 110 12
80 119 6
80 120 1
80 122 6
80 124 3
80 125 5
80 154 6
80 130 2
80 131 9
80 132 2
80 47 3
80 135 11
80 136 1
80 137 5
80 138 4
80 153 10
80 139 22
80 140 1
80 158 2
80 141 6
80 143 14
81 155 4
81 30 6
81 160 1
81 82 15
81 83 2
81 31 5
81 152 3
81 84 6
81 85 2
81 86 10
81 87 5
81 89 8
81 90 1
81 91 9
81 92 8
81 93 4
81 94 9
81 95 8
81 96 3
81 97 4
81 98 1
81 99 3
81 100 3
81 101 3
81 103 1
81 104 2
81 107 1
81 108 5
81 109 4
81 110 3
81 111 1
81 113 1
81 115 3
81 116 2
81 117 3
81 119 9
81 120 6
81 121 7
81 122 4
81 124 6
81 125 4
81 126 2
81 127 2
81 154 3
81 129 5
81 130 5
81 131 6
81 132 1
81 133 5
81 47 2
81 135 6
81 136 5
81 137 8
81 138 8
81 153 4
81 139 7
81 140 3
81 158 3
81 141 7
81 142 2
81 143 4
160 154 1
160 113 46
160 119 2
160 123 21
160 139 10
160 125 18
160 101 6
160 83 14
160 103 9
160 130 8
160 131 2
160 98 3
160 132 3
160 158 10
160 133 1
160 97 4
160 99 2
160 100 8
160 106 14
160 155 12
160 141 3
160 107 9
160 127 2
160 135 18
160 153 11
160 137 2
82 30 8
82 47 1
82 83 3
82 31 5
82 84 4
82 85 8
82 86 1
82 87 4
82 88 15
82 89 3
82 90 4
82 91 8
82 92 6
82 93 5
82 94 5
82 95 7
82 96 1
82 97 1
82 98 1
82 99 5
82 103 7
82 104 4
82 105 8
82 106 2
82 108 3
82 109 2
82 110 3
82 111 7
82 112 10
82 113 2
82 115 7
82 116 4
82 117 2
82 118 4
82 119 7
82 120 10
82 121 6
82 122 6
82 124 7
82 126 11
82 154 3
82 129 1
82 130 2
82 131 2
82 132 3
82 133 3
82 136 2
82 137 9
82 138 3
82 139 4
82 140 8
82 141 4
82 142 1
82 143 3
30 155 1
30 83 2
30 152 1
30 84 1
30 86 9
30 88 3
30 91 1
30 93 3
30 94 12
30 95 2
30 97 1
30 98 2
30 99 4
30 100 1
30 101 2
30 104 1
30 107 1
30 109 1
30 111 2
30 112 10
30 113 2
30 116 2
30 118 1
30 119 10
30 120 3
30 122 2
30 124 1
30 125 6
30 154 10
30 129 2
30 130 2
30 132 5
30 47 7
30 135 1
30 136 16
30 137 4
30 153 12
30 141 6
30 143 3
83 113 28
83 119 6
83 135 21
83 131 26
83 123 14
83 112 1
83 103 23
83 86 1
83 130 3
83 133 1
83 132 4
83 125 44
83 47 6
83 94 24
83 137 2
83 97 12
83 100 6
83 155 12
83 105 1
83 138 1
83 139 8
83 158 6
83 141 1
83 107 20
83 106 20
83 110 1
83 153 9
83 101 13
83 120 2
31 128 26
31 152 23
31 84 19
31 87 14
31 88 11
31 90 21
31 129 18
31 92 11
31 93 3
31 95 32
31 96 9
31 104 11
31 108 3
31 109 12
31 117 5
31 111 12
31 115 25
31 116 9
31 110 1
31 118 10
31 121 13
31 124 5
31 125 1
31 126 15
31 127 22
31 91 5
31 131 1
31 133 8
31 138 4
31 153 1
31 140 10
31 142 31
152 155 2
152 84 7
152 85 3
152 86 3
152 87 9
152 90 15
152 129 8
152 93 14
152 95 25
152 96 9
152 108 1
152 109 9
152 111 15
152 115 6
152 116 6
152 117 10
152 118 2
152 120 2
152 121 33
152 125 1
152 126 8
152 127 6
152 131 2
152 132 4
152 133 9
152 135 1
152 138 3
152 153 1
152 139 3
152 140 18
152 142 14
84 85 11
84 86 3
84 87 5
84 88 11
84 89 1
84 90 4
84 129 6
84 92 22
84 95 13
84 96 7
84 104 10
84 105 1
84 108 17
84 109 6
84 111 10
84 112 6
84 117 8
84 118 5
84 120 1
84 121 31
84 124 11
84 126 8
84 127 3
84 91 5
84 131 1
84 137 1
84 138 3
84 139 1
84 140 1
84 143 3
85 86 1
85 87 11
85 88 5
85 90 3
85 129 1
85 92 3
85 93 8
85 96 2
85 98 1
85 103 5
85 104 7
85 105 2
85 108 2
85 109 17
85 117 6
85 111 13
85 112 3
85 115 52
85 116 9
85 110 3
85 118 11
85 120 4
85 121 5
85 122 1
85 124 3
85 126 22
85 128 4
85 91 6
85 132 3
85 47 1
85 138 1
85 139 1
85 140 19
85 142 10
86 121 14
86 127 2
86 87 4
86 88 5
86 89 26
86 91 2
86 92 1
86 93 3
86 94 8
86 97 7
86 98 8
86 99 7
86 100 6
86 101 5
86 155 14
86 103 1
86 105 10
86 106 1
86 107 4
86 108 3
86 110 8
86 113 5
86 116 1
86 117 1
86 118 1
86 119 17
86 120 8
86 122 10
86 124 5
86 125 6
86 154 5
86 129 2
86 130 2
86 131 2
86 132 13
86 133 3
86 47 3
86 135 7
86 136 2
86 137 8
86 138 9
86 153 3
86 139 8
86 141 20
86 143 5
87 127 6
87 128 3
87 89 2
87 90 19
87 129 21
87 92 14
87 93 3
87 94 1
87 95 38
87 96 12
87 104 1
87 108 5
87 109 7
87 117 5
87 111 8
87 112 1
87 115 40
87 116 17
87 110 1
87 118 12
87 120 1
87 121 4
87 124 8
87 126 12
87 133 9
87 135 1
87 137 1
87 140 2
87 142 9
88 89 4
88 90 2
88 91 14
88 92 3
88 93 14
88 94 6
88 95 5
88 96 2
88 100 1
88 103 4
88 104 11
88 105 4
88 106 1
88 108 4
88 109 3
88 110 5
88 111 7
88 112 8
88 113 2
88 117 1
88 118 8
88 119 1
88 120 6
88 121 3
88 122 13
88 124 14
88 126 11
88 127 2
88 128 2
88 154 8
88 132 13
88 135 2
88 136 6
88 137 3
88 138 2
88 153 2
88 140 7
88 143 5
89 90 3
89 91 1
89 94 7
89 95 6
89 97 3
89 99 10
89 100 2
89 101 5
89 155 1
89 103 11
89 104 2
89 105 5
89 106 11
89 107 6
89 108 1
89 110 6
89 112 2
89 113 5
89 117 1
89 119 16
89 120 9
89 121 3
89 122 3
89 124 1
89 125 13
89 154 4
89 129 1
89 130 7
89 131 6
89 132 3
89 133 1
89 47 2
89 135 10
89 136 1
89 137 6
89 138 9
89 153 3
89 139 14
89 140 1
89 141 11
89 143 4
90 128 8
90 91 11
90 92 32
90 93 4
90 95 89
90 96 14
90 100 1
90 103 5
90 104 14
90 105 3
90 107 2
90 108 3
90 109 19
90 111 18
90 112 1
90 115 5
90 116 10
90 117 7
90 118 5
90 119 1
90 121 16
90 124 9
90 126 6
90 127 9
90 129 21
90 133 10
90 135 1
90 136 3
90 137 1
90 138 1
90 140 12
90 142 15
91 129 1
91 92 11
91 93 1
91 94 10
91 95 1
91 96 5
91 98 7
91 99 5
91 103 2
91 104 10
91 105 1
91 107 2
91 108 3
91 109 5
91 111 6
91 112 4
91 116 2
91 117 1
91 118 5
91 120 7
91 121 5
91 122 4
91 126 12
91 127 7
91 154 2
91 133 1
91 47 1
91 135 1
91 136 4
91 137 2
91 138 4
91 140 7
91 141 1
91 142 1
91 143 10
92 128 13
92 129 4
92 93 33
92 94 1
92 95 6
92 96 28
92 103 3
92 104 19
92 107 2
92 108 11
92 109 20
92 111 32
92 112 4
92 115 5
92 116 4
92 117 11
92 118 12
92 119 6
92 120 1
92 121 3
92 122 1
92 124 32
92 126 4
92 127 35
92 154 1
92 133 6
92 138 3
92 140 6
92 142 2
92 143 2
93 127 1
93 94 1
93 95 16
93 96 7
93 98 1
93 100 1
93 103 2
93 104 5
93 105 1
93 107 1
93 108 2
93 109 15
93 117 9
93 111 8
93 112 4
93 115 6
93 116 13
93 110 3
93 118 1
93 119 1
93 120 3
93 121 3
93 122 6
93 124 6
93 126 14
93 128 1
93 129 4
93 130 1
93 131 1
93 132 1
93 133 21
93 136 2
93 138 3
93 140 4
94 95 8
94 96 5
94 97 12
94 98 7
94 99 12
94 100 13
94 101 9
94 155 5
94 103 19
94 105 9
94 106 4
94 107 13
94 109 1
94 110 8
94 111 1
94 113 10
94 116 3
94 117 4
94 119 7
94 120 18
94 121 12
94 122 4
94 124 4
94 125 15
94 126 1
94 127 2
94 154 7
94 129 1
94 130 17
94 131 9
94 132 12
94 133 3
94 47 9
94 135 5
94 136 11
94 137 23
94 138 20
94 153 7
94 139 13
94 140 4
94 158 12
94 141 44
94 143 3
95 155 1
95 96 13
95 98 2
95 103 6
95 104 18
95 105 1
95 106 3
95 107 1
95 108 29
95 109 23
95 110 4
95 111 75
95 112 5
95 115 30
95 116 26
95 117 18
95 118 25
95 119 5
95 120 2
95 121 2
95 122 1
95 124 12
95 126 16
95 127 28
95 128 3
95 154 2
95 129 33
95 132 1
95 133 5
95 135 1
95 137 2
95 138 1
95 139 1
95 140 27
95 158 1
95 141 1
95 142 13
95 143 1
96 128 1
96 99 1
96 101 1
96 103 2
96 104 24
96 105 2
96 106 1
96 108 1
96 109 8
96 117 16
96 111 9
96 112 4
96 115 2
96 116 18
96 110 1
96 118 23
96 119 1
96 121 16
96 124 2
96 126 10
96 127 7
96 154 1
96 129 4
96 131 1
96 133 15
96 47 1
96 136 1
96 137 2
96 138 1
96 153 1
96 140 3
96 142 10
96 143 9
97 129 1
97 98 3
97 99 8
97 100 6
97 101 6
97 155 2
97 103 21
97 105 2
97 106 11
97 107 6
97 113 13
97 110 2
97 119 11
97 120 3
97 121 4
97 122 3
97 123 5
97 124 1
97 125 10
97 154 1
97 130 1
97 131 2
97 133 2
97 47 2
97 135 11
97 136 1
97 137 32
97 138 2
97 153 1
97 139 8
97 158 3
97 141 11
97 143 3
98 155 1
98 99 7
98 101 19
98 103 1
98 104 2
98 105 1
98 106 1
98 107 10
98 108 6
98 117 2
98 113 5
98 115 9
98 110 3
98 118 2
98 119 2
98 120 8
98 121 8
98 122 3
98 124 1
98 125 3
98 154 2
98 131 6
98 132 10
98 133 7
98 47 4
98 135 8
98 136 2
98 137 4
98 138 5
98 153 3
98 139 12
98 140 1
98 158 1
98 141 5
98 142 1
98 143 7
99 155 9
99 100 5
99 101 4
99 103 2
99 104 3
99 105 4
99 106 10
99 107 12
99 108 1
99 111 4
99 112 3
99 113 1
99 118 1
99 119 13
99 120 3
99 121 3
99 122 5
99 123 2
99 125 9
99 154 5
99 130 10
99 131 15
99 132 12
99 47 11
99 135 10
99 136 5
99 137 23
99 138 8
99 153 4
99 139 37
99 140 1
99 158 2
99 141 17
99 143 6
100 128 1
100 101 15
100 155 8
100 103 13
100 105 2
100 106 11
100 107 16
100 111 1
100 113 13
100 110 5
100 119 5
100 120 1
100 121 2
100 123 13
100 125 22
100 127 1
100 154 1
100 130 1
100 131 17
100 132 1
100 47 4
100 135 13
100 136 7
100 137 3
100 138 3
100 153 11
100 139 28
100 140 4
100 158 4
100 141 14
100 142 1
100 143 8
101 155 8
101 103 11
101 105 3
101 106 25
101 107 11
101 117 1
101 112 1
101 113 16
101 110 13
101 119 9
101 120 2
101 122 3
101 123 16
101 125 20
101 154 2
101 130 4
101 131 17
101 132 2
101 133 1
101 47 5
101 135 376
101 136 1
101 137 13
101 138 2
101 153 17
101 139 65
101 158 8
101 141 16
101 143 5
155 128 1
155 103 5
155 104 2
155 105 1
155 106 7
155 107 6
155 113 26
155 115 2
155 119 1
155 120 1
155 122 1
155 123 7
155 124 1
155 125 18
155 126 1
155 154 2
155 130 5
155 131 6
155 132 1
155 133 2
155 47 3
155 135 16
155 136 4
155 137 17
155 138 5
155 153 7
155 139 18
155 158 3
155 141 8
155 143 3
103 104 2
103 105 14
103 106 68
103 107 20
103 110 9
103 111 1
103 113 14
103 117 1
103 119 11
103 120 8
103 121 2
103 124 3
103 125 20
103 154 2
103 129 2
103 131 22
103 132 1
103 133 1
103 47 17
103 135 7
103 136 1
103 137 5
103 138 3
103 153 13
103 139 22
103 140 5
103 158 4
103 141 21
103 143 6
104 105 2
104 106 1
104 108 15
104 109 6
104 110 1
104 111 20
104 112 4
104 115 5
104 116 3
104 117 11
104 118 10
104 120 6
104 121 1
104 122 1
104 124 14
104 126 20
104 127 20
104 128 20
104 129 3
104 132 4
104 133 5
104 137 1
104 138 4
104 140 3
104 141 1
104 142 8
104 143 3
105 106 7
105 107 5
105 108 1
105 109 1
105 110 10
105 111 5
105 117 1
105 119 5
105 121 3
105 122 5
105 124 1
105 125 2
105 154 6
105 129 2
105 130 1
105 131 4
105 132 10
105 133 2
105 47 2
105 135 1
105 136 5
105 137 3
105 138 2
105 139 8
105 140 5
105 141 8
